tag,length,average_distance,point
names10178,7,2.857142857142857,-50
names10178,5,2.4,-50
names10178,6,3.0,-50
names10178,4,2.0,-50
names10178,8,3.5,-50
names10178,3,1.3333333333333333,-50
names10178,10,4.2,-50
names10178,2,1.0,-50
names10178,9,2.6666666666666665,-50
names10178,11,4.181818181818182,-50
names10178,12,4.666666666666667,-50
names10178,13,4.461538461538462,-50
names10178,15,4.8,-50
names10178,14,4.857142857142857,-50
