tag,length,average_distance,point
top204,8,1.5,-50
top204,9,2.0,-50
top204,10,3.2,-50
top204,11,1.6363636363636365,-50
top204,12,2.5,-50
top204,13,3.076923076923077,-50
top204,14,0.0,-50
top204,18,5.666666666666667,-50
top204,16,0.0,-50
top204,15,4.266666666666667,-50
top204,20,6.2,-50
top204,17,4.117647058823529,-50
top204,19,4.947368421052632,-50
top204,26,10.0,-50
